Family_ID	Feature_Type	Size	Genome_Count	Genome_Percentage	Classification	Representative	Rep_Sequence_Length	Min_Length	Max_Length	Mean_Length	Sequence_Diversity	Length_Variance
FAM_P5234	P	2	2	33.3%	accessory	P74I	561	561	561	561.0	0.500	0.0
FAM_P5235	P	2	2	33.3%	accessory	P776	1521	1521	1521	1521.0	0.500	0.0
FAM_P5236	P	6	6	100.0%	core	P3A6	1281	1272	1281	1278.0	0.833	21.6
FAM_P5237	P	3	3	50.0%	accessory	P7G2	219	219	219	219.0	0.333	0.0
FAM_P5238	P	2	2	33.3%	accessory	P7HU	657	657	657	657.0	1.000	0.0
SING_P7OY	P	1	1	16.7%	accessory	P7OY	402	402	402	402.0	1.000	0.0
SING_P7PU	P	1	1	16.7%	accessory	P7PU	753	753	753	753.0	1.000	0.0
SING_P87M	P	1	1	16.7%	accessory	P87M	501	501	501	501.0	1.000	0.0
SING_P8C2	P	1	1	16.7%	accessory	P8C2	207	207	207	207.0	1.000	0.0
SING_P8CY	P	1	1	16.7%	accessory	P8CY	411	411	411	411.0	1.000	0.0
SING_P8K2	P	1	1	16.7%	accessory	P8K2	519	519	519	519.0	1.000	0.0
FAM_P5239	P	2	2	33.3%	accessory	P8LU	2346	2346	2652	2499.0	1.000	46818.0
FAM_P5240	P	2	2	33.3%	accessory	P8VM	402	402	402	402.0	1.000	0.0
SING_P8WI	P	1	1	16.7%	accessory	P8WI	1269	1269	1269	1269.0	1.000	0.0
SING_P8XE	P	1	1	16.7%	accessory	P8XE	1281	1281	1281	1281.0	1.000	0.0
SING_P9AQ	P	1	1	16.7%	accessory	P9AQ	216	216	216	216.0	1.000	0.0
SING_P9CI	P	1	1	16.7%	accessory	P9CI	1512	1512	1512	1512.0	1.000	0.0
FAM_P5241	P	9	3	50.0%	accessory	P464	630	630	753	698.3	0.444	4202.5
SING_P9JM	P	1	1	16.7%	accessory	P9JM	1173	1173	1173	1173.0	1.000	0.0
SING_P9KI	P	1	1	16.7%	accessory	P9KI	1167	1167	1167	1167.0	1.000	0.0
SING_P9LE	P	1	1	16.7%	accessory	P9LE	354	354	354	354.0	1.000	0.0
FAM_P5242	P	3	3	50.0%	accessory	P693	891	345	891	709.0	0.667	99372.0
SING_P9W2	P	1	1	16.7%	accessory	P9W2	378	378	378	378.0	1.000	0.0
SING_PAEQ	P	1	1	16.7%	accessory	PAEQ	291	291	291	291.0	1.000	0.0
FAM_P5243	P	2	2	33.3%	accessory	PAHE	762	762	762	762.0	1.000	0.0
SING_PAJ6	P	1	1	16.7%	accessory	PAJ6	972	972	972	972.0	1.000	0.0
SING_PAK2	P	1	1	16.7%	accessory	PAK2	1143	1143	1143	1143.0	1.000	0.0
SING_PALU	P	1	1	16.7%	accessory	PALU	465	465	465	465.0	1.000	0.0
SING_PAMQ	P	1	1	16.7%	accessory	PAMQ	243	243	243	243.0	1.000	0.0
SING_PANM	P	1	1	16.7%	accessory	PANM	501	501	501	501.0	1.000	0.0
SING_PAOI	P	1	1	16.7%	accessory	PAOI	1221	1221	1221	1221.0	1.000	0.0
SING_PAUQ	P	1	1	16.7%	accessory	PAUQ	1572	1572	1572	1572.0	1.000	0.0
SING_PB6A	P	1	1	16.7%	accessory	PB6A	564	564	564	564.0	1.000	0.0
FAM_P5244	P	6	6	100.0%	core	P1G7	504	504	504	504.0	0.667	0.0
FAM_P5245	P	6	6	100.0%	core	P1H4	687	687	687	687.0	0.833	0.0
FAM_P5246	P	6	6	100.0%	core	P1I7	1455	1455	1455	1455.0	0.667	0.0
FAM_P5247	P	6	6	100.0%	core	P1IV	1167	966	1167	1133.5	0.833	6733.5
FAM_P5248	P	6	6	100.0%	core	P1JT	1395	1395	1395	1395.0	0.833	0.0
FAM_P5249	P	3	3	50.0%	accessory	P5IT	1035	1035	1035	1035.0	0.667	0.0
FAM_P5250	P	3	3	50.0%	accessory	P5RT	468	462	468	466.0	0.667	12.0
FAM_P5251	P	6	6	100.0%	core	P20M	978	978	978	978.0	0.667	0.0
FAM_P5252	P	6	6	100.0%	core	P21H	567	567	567	567.0	0.667	0.0
FAM_P5253	P	6	6	100.0%	core	P22C	462	462	462	462.0	0.667	0.0
FAM_P5254	P	5	5	83.3%	accessory	P2D5	465	465	465	465.0	0.800	0.0
FAM_P5255	P	2	2	33.3%	accessory	P6MA	582	582	582	582.0	0.500	0.0
FAM_P5256	P	2	2	33.3%	accessory	P6SN	579	579	579	579.0	0.500	0.0
FAM_P5257	P	2	2	33.3%	accessory	P6TJ	1146	1146	1146	1146.0	0.500	0.0
FAM_P5258	P	6	6	100.0%	core	P32R	567	567	567	567.0	0.667	0.0
FAM_P5259	P	6	6	100.0%	core	P35G	1533	1533	1533	1533.0	0.833	0.0
FAM_P5260	P	6	6	100.0%	core	P36C	276	276	276	276.0	0.667	0.0
FAM_P5261	P	6	6	100.0%	core	P377	999	999	999	999.0	0.833	0.0
FAM_P5262	P	2	2	33.3%	accessory	P3FU	726	726	726	726.0	0.500	0.0
FAM_P5263	P	2	2	33.3%	accessory	P3JE	714	714	714	714.0	0.500	0.0
FAM_P5264	P	2	2	33.3%	accessory	P3KA	279	279	279	279.0	0.500	0.0
FAM_P5265	P	3	3	50.0%	accessory	P3M2	957	957	957	957.0	0.667	0.0
FAM_P5266	P	2	2	33.3%	accessory	P3NU	450	450	450	450.0	0.500	0.0
FAM_P5267	P	2	2	33.3%	accessory	P3YH	324	324	324	324.0	0.500	0.0
FAM_P5268	P	2	2	33.3%	accessory	P46I	183	183	183	183.0	0.500	0.0
FAM_P5269	P	2	2	33.3%	accessory	P47E	1311	1311	1311	1311.0	0.500	0.0
FAM_P5270	P	2	2	33.3%	accessory	P496	651	651	651	651.0	0.500	0.0
FAM_P5271	P	2	2	33.3%	accessory	P4AY	282	282	282	282.0	0.500	0.0
FAM_P5272	P	2	2	33.3%	accessory	P4BU	1704	1704	1704	1704.0	0.500	0.0
FAM_P5273	P	2	2	33.3%	accessory	P4CQ	129	129	129	129.0	0.500	0.0
FAM_P5274	P	2	2	33.3%	accessory	P4GA	1119	1119	1119	1119.0	0.500	0.0
FAM_P5275	P	2	2	33.3%	accessory	P4I2	1362	1362	1362	1362.0	0.500	0.0
FAM_P5276	P	2	2	33.3%	accessory	P4KQ	159	159	159	159.0	0.500	0.0
FAM_P5277	P	4	4	66.7%	accessory	P7GE	777	771	777	775.5	0.750	9.0
FAM_P5278	P	2	2	33.3%	accessory	P7FT	2997	2997	2997	2997.0	0.500	0.0
SING_PFF6	P	1	1	16.7%	accessory	PFF6	1698	1698	1698	1698.0	1.000	0.0
SING_PFG2	P	1	1	16.7%	accessory	PFG2	111	111	111	111.0	1.000	0.0
SING_PFIQ	P	1	1	16.7%	accessory	PFIQ	1080	1080	1080	1080.0	1.000	0.0
FAM_P5279	P	2	2	33.3%	accessory	P834	1677	1677	1677	1677.0	1.000	0.0
SING_PG1E	P	1	1	16.7%	accessory	PG1E	234	234	234	234.0	1.000	0.0
SING_PGHE	P	1	1	16.7%	accessory	PGHE	525	525	525	525.0	1.000	0.0
SING_PGQA	P	1	1	16.7%	accessory	PGQA	192	192	192	192.0	1.000	0.0
FAM_P5280	P	2	2	33.3%	accessory	P8KP	291	291	291	291.0	1.000	0.0
FAM_P5281	P	6	6	100.0%	core	P150	762	762	762	762.0	0.833	0.0
SING_PH8Y	P	1	1	16.7%	accessory	PH8Y	1095	1095	1095	1095.0	1.000	0.0
SING_PHEA	P	1	1	16.7%	accessory	PHEA	384	384	384	384.0	1.000	0.0
SING_PHN6	P	1	1	16.7%	accessory	PHN6	282	282	282	282.0	1.000	0.0
FAM_P5282	P	5	3	50.0%	accessory	P4JQ	399	396	399	398.4	0.400	1.8
SING_PHYQ	P	1	1	16.7%	accessory	PHYQ	1608	1608	1608	1608.0	1.000	0.0
SING_PIFM	P	1	1	16.7%	accessory	PIFM	240	240	240	240.0	1.000	0.0
SING_PINM	P	1	1	16.7%	accessory	PINM	1128	1128	1128	1128.0	1.000	0.0
FAM_P5283	P	2	2	33.3%	accessory	PB0U	768	768	768	768.0	1.000	0.0
FAM_P5284	P	2	2	33.3%	accessory	PAAJ	2223	2223	4134	3178.5	1.000	1825960.5
SING_PJ5E	P	1	1	16.7%	accessory	PJ5E	1308	1308	1308	1308.0	1.000	0.0
SING_PJ6A	P	1	1	16.7%	accessory	PJ6A	405	405	405	405.0	1.000	0.0
FAM_P5285	P	2	2	33.3%	accessory	PB7L	546	546	546	546.0	1.000	0.0
SING_PJ8Y	P	1	1	16.7%	accessory	PJ8Y	432	432	432	432.0	1.000	0.0
SING_PJ9U	P	1	1	16.7%	accessory	PJ9U	324	324	324	324.0	1.000	0.0
SING_PJAQ	P	1	1	16.7%	accessory	PJAQ	681	681	681	681.0	1.000	0.0
SING_PJBM	P	1	1	16.7%	accessory	PJBM	558	558	558	558.0	1.000	0.0
FAM_P5286	P	2	2	33.3%	accessory	P2QY	1020	1020	1020	1020.0	1.000	0.0
FAM_P5287	P	3	3	50.0%	accessory	P2FM	1128	1113	1128	1123.0	1.000	75.0
FAM_P5288	P	4	4	66.7%	accessory	P29C	759	759	771	762.0	0.750	36.0
FAM_P5289	P	6	6	100.0%	core	P23E	735	735	735	735.0	0.667	0.0
FAM_P5290	P	6	6	100.0%	core	P22J	354	345	354	351.0	0.667	21.6
FAM_P5291	P	6	6	100.0%	core	P21N	498	498	498	498.0	0.667	0.0
FAM_P5292	P	6	6	100.0%	core	P20P	1281	1281	1281	1281.0	0.667	0.0
SING_PKK2	P	1	1	16.7%	accessory	PKK2	942	942	942	942.0	1.000	0.0
SING_PL9U	P	1	1	16.7%	accessory	PL9U	297	297	297	297.0	1.000	0.0
FAM_P5293	P	4	4	66.7%	accessory	P46S	2181	2181	2181	2181.0	0.500	0.0
FAM_P5294	P	6	6	100.0%	core	P446	1908	1908	1908	1908.0	0.667	0.0
FAM_P5295	P	2	1	16.7%	accessory	PLIQ	570	570	570	570.0	0.500	0.0
FAM_P5296	P	6	6	100.0%	core	P3V8	1665	1665	1665	1665.0	0.667	0.0
FAM_P5297	P	6	6	100.0%	core	P3UB	318	318	318	318.0	0.667	0.0
FAM_P5298	P	6	6	100.0%	core	P3TH	1596	1596	1596	1596.0	0.667	0.0
FAM_P5299	P	6	6	100.0%	core	P3SM	654	654	654	654.0	0.667	0.0
SING_PM8I	P	1	1	16.7%	accessory	PM8I	1998	1998	1998	1998.0	1.000	0.0
SING_PM9E	P	1	1	16.7%	accessory	PM9E	177	177	177	177.0	1.000	0.0
FAM_P5300	P	5	5	83.3%	accessory	P36H	795	558	795	700.2	0.600	16850.7
SING_PMS2	P	1	1	16.7%	accessory	PMS2	642	642	642	642.0	1.000	0.0
FAM_P5301	P	4	3	50.0%	accessory	PB60	861	861	861	861.0	0.500	0.0
FAM_P5302	P	2	2	33.3%	accessory	PJ3M	201	201	201	201.0	0.500	0.0
FAM_P5303	P	2	2	33.3%	accessory	PJ2Q	156	156	156	156.0	0.500	0.0
FAM_P5304	P	2	2	33.3%	accessory	PJ0Y	540	540	540	540.0	0.500	0.0
SING_P6R	P	1	1	16.7%	accessory	P6R	240	240	240	240.0	1.000	0.0
SING_P7N	P	1	1	16.7%	accessory	P7N	855	855	855	855.0	1.000	0.0
FAM_P5305	P	6	6	100.0%	core	P4DY	834	834	834	834.0	0.667	0.0
FAM_P5306	P	6	6	100.0%	core	P4EU	417	417	417	417.0	0.667	0.0
FAM_P5307	P	6	6	100.0%	core	P4FQ	360	360	360	360.0	0.667	0.0
FAM_P5308	P	2	2	33.3%	accessory	P11V	2046	2046	2046	2046.0	0.500	0.0
SING_P1GZ	P	1	1	16.7%	accessory	P1GZ	192	192	192	192.0	1.000	0.0
SING_P1JN	P	1	1	16.7%	accessory	P1JN	1248	1248	1248	1248.0	1.000	0.0
SING_P1SJ	P	1	1	16.7%	accessory	P1SJ	603	603	603	603.0	1.000	0.0
FAM_P5309	P	3	3	50.0%	accessory	P237	918	918	918	918.0	0.667	0.0
FAM_P5310	P	6	6	100.0%	core	P243	1341	1341	1341	1341.0	0.833	0.0
FAM_P5311	P	6	6	100.0%	core	P24Z	3369	3369	3369	3369.0	0.667	0.0
FAM_P5312	P	4	4	66.7%	accessory	P25V	492	492	492	492.0	0.500	0.0
FAM_P5313	P	2	2	33.3%	accessory	P2AB	396	396	396	396.0	0.500	0.0
FAM_P5314	P	3	3	50.0%	accessory	P2MR	384	384	384	384.0	0.667	0.0
FAM_P5315	P	6	6	100.0%	core	P31V	873	873	873	873.0	0.667	0.0
FAM_P5316	P	6	6	100.0%	core	P33N	453	453	453	453.0	0.667	0.0
FAM_P5317	P	6	6	100.0%	core	P34J	1335	1335	1335	1335.0	0.667	0.0
FAM_P5318	P	2	2	33.3%	accessory	P383	1032	1032	1032	1032.0	1.000	0.0
SING_P38Z	P	1	1	16.7%	accessory	P38Z	960	960	960	960.0	1.000	0.0
FAM_P5319	P	4	4	66.7%	accessory	P3CJ	2451	2451	2451	2451.0	0.750	0.0
FAM_P5320	P	6	6	100.0%	core	P1B	843	843	849	847.0	0.667	9.6
FAM_P5321	P	6	6	100.0%	core	P3IR	579	579	579	579.0	0.667	0.0
FAM_P5322	P	6	6	100.0%	core	P3KJ	711	711	711	711.0	0.667	0.0
FAM_P5323	P	6	6	100.0%	core	P3MB	1887	1887	1887	1887.0	0.833	0.0
FAM_P5324	P	4	4	66.7%	accessory	P3QR	423	420	423	422.2	0.750	2.2
FAM_P5325	P	6	6	100.0%	core	P3RN	816	816	816	816.0	0.667	0.0
FAM_P5326	P	6	6	100.0%	core	P3TF	747	747	747	747.0	0.667	0.0
FAM_P5327	P	6	6	100.0%	core	P3V7	1947	1947	1947	1947.0	0.833	0.0
FAM_P5328	P	6	6	100.0%	core	P3ZN	1737	1737	1737	1737.0	0.833	0.0
FAM_P5329	P	6	6	100.0%	core	P42B	225	225	225	225.0	0.167	0.0
FAM_P5330	P	6	6	100.0%	core	P437	987	987	987	987.0	0.667	0.0
FAM_P5331	P	6	6	100.0%	core	P443	543	543	543	543.0	0.667	0.0
FAM_P5332	P	6	6	100.0%	core	P46R	1305	1299	1311	1305.0	0.667	28.8
FAM_P5333	P	3	3	50.0%	accessory	P4CZ	624	624	624	624.0	0.667	0.0
FAM_P5334	P	4	4	66.7%	accessory	P4J7	456	456	456	456.0	0.750	0.0
FAM_P5335	P	6	6	100.0%	core	P4LV	834	834	834	834.0	0.667	0.0
FAM_P5336	P	6	6	100.0%	core	P4PF	975	975	975	975.0	0.667	0.0
FAM_P5337	P	5	5	83.3%	accessory	P4QB	1488	1488	1488	1488.0	0.600	0.0
FAM_P5338	P	5	5	83.3%	accessory	P108	921	921	921	921.0	0.600	0.0
FAM_P5339	P	6	6	100.0%	core	P14V	2784	2784	2784	2784.0	0.833	0.0
FAM_P5340	P	6	6	100.0%	core	P1CM	948	933	948	943.0	0.667	60.0
FAM_P5341	P	2	2	33.3%	accessory	P5BN	702	702	702	702.0	0.500	0.0
FAM_P5342	P	7	6	100.0%	core	P1LK	825	300	840	710.6	0.857	44347.3
FAM_P5343	P	2	2	33.3%	accessory	P5LF	363	363	363	363.0	0.500	0.0
FAM_P5344	P	3	3	50.0%	accessory	P5RN	1032	1032	1248	1104.0	0.667	15552.0
FAM_P5345	P	2	2	33.3%	accessory	P5W3	2382	2382	2382	2382.0	0.500	0.0
FAM_P5346	P	2	2	33.3%	accessory	P65V	2061	2061	2061	2061.0	0.500	0.0
FAM_P5347	P	6	6	100.0%	core	P2OR	660	660	660	660.0	0.667	0.0
FAM_P5348	P	6	6	100.0%	core	P2QS	960	957	993	974.0	0.833	290.4
FAM_P5349	P	6	6	100.0%	core	P2RQ	1710	1701	1710	1708.5	0.833	13.5
FAM_P5350	P	6	6	100.0%	core	P2VJ	1182	1182	1212	1196.0	0.833	139.2
FAM_P5351	P	2	2	33.3%	accessory	P73N	933	933	933	933.0	1.000	0.0
FAM_P5352	P	2	2	33.3%	accessory	P74J	246	246	246	246.0	0.500	0.0
FAM_P5353	P	2	2	33.3%	accessory	P777	2271	2271	2271	2271.0	0.500	0.0
FAM_P5354	P	3	3	50.0%	accessory	P7G3	306	306	306	306.0	0.333	0.0
FAM_P5355	P	3	3	50.0%	accessory	P4NR	1059	1050	1059	1056.0	0.667	27.0
FAM_P5356	P	4	4	66.7%	accessory	P116	747	747	747	747.0	0.750	0.0
FAM_P5357	P	2	2	33.3%	accessory	P5BR	1185	1185	1185	1185.0	0.500	0.0
FAM_P5358	P	2	2	33.3%	accessory	P5DJ	654	654	654	654.0	0.500	0.0
FAM_P5359	P	2	2	33.3%	accessory	P5LJ	1287	1287	1287	1287.0	0.500	0.0
FAM_P5360	P	2	2	33.3%	accessory	P5RR	1137	1137	1137	1137.0	0.500	0.0
FAM_P5361	P	2	2	33.3%	accessory	P5YV	651	651	651	651.0	0.500	0.0
FAM_P5362	P	2	2	33.3%	accessory	P62F	651	651	651	651.0	0.500	0.0
FAM_P5363	P	2	2	33.3%	accessory	P65Z	180	180	180	180.0	0.500	0.0
FAM_P5364	P	2	2	33.3%	accessory	P6RB	708	708	708	708.0	0.500	0.0
FAM_P5365	P	2	2	33.3%	accessory	P6T3	573	573	573	573.0	0.500	0.0
FAM_P5366	P	3	3	50.0%	accessory	P8CB	339	339	339	339.0	1.000	0.0
FAM_P5367	P	2	2	33.3%	accessory	P11B	360	360	450	405.0	1.000	4050.0
FAM_P5368	P	2	2	33.3%	accessory	P127	951	951	951	951.0	0.500	0.0
FAM_P5369	P	2	2	33.3%	accessory	P16N	213	213	213	213.0	0.500	0.0
FAM_P5370	P	2	2	33.3%	accessory	P1J3	252	252	252	252.0	1.000	0.0
FAM_P5371	P	4	4	66.7%	accessory	P1Q7	1728	1728	1767	1741.5	0.750	339.0
FAM_P5372	P	2	2	33.3%	accessory	P1RZ	540	540	540	540.0	1.000	0.0
SING_P1ZZ	P	1	1	16.7%	accessory	P1ZZ	1074	1074	1074	1074.0	1.000	0.0
FAM_P5373	P	2	2	33.3%	accessory	P2XR	108	108	108	108.0	0.500	0.0
FAM_P5374	P	2	2	33.3%	accessory	P3HY	480	480	480	480.0	0.500	0.0
FAM_P5375	P	2	2	33.3%	accessory	P3JQ	744	744	744	744.0	0.500	0.0
FAM_P5376	P	2	2	33.3%	accessory	P3W5	150	150	150	150.0	0.500	0.0
FAM_P5377	P	2	2	33.3%	accessory	P3X1	1185	1185	1185	1185.0	0.500	0.0
FAM_P5378	P	6	6	100.0%	core	P40L	1236	1236	1236	1236.0	0.833	0.0
FAM_P5379	P	2	2	33.3%	accessory	P451	192	192	192	192.0	0.500	0.0
FAM_P5380	P	2	2	33.3%	accessory	P49I	447	447	447	447.0	0.500	0.0
FAM_P5381	P	2	2	33.3%	accessory	P4GM	303	303	303	303.0	0.500	0.0
FAM_P5382	P	2	2	33.3%	accessory	P4IE	2133	2133	2133	2133.0	0.500	0.0
FAM_P5383	P	2	2	33.3%	accessory	P4K6	891	891	891	891.0	0.500	0.0
FAM_P5384	P	2	2	33.3%	accessory	P4OM	693	693	693	693.0	0.500	0.0
FAM_P5385	P	2	2	33.3%	accessory	P4S6	789	789	789	789.0	0.500	0.0
FAM_P5386	P	2	2	33.3%	accessory	P7HK	1722	1722	1722	1722.0	0.500	0.0
FAM_P5387	P	2	2	33.3%	accessory	P7IX	471	471	471	471.0	1.000	0.0
SING_PFGE	P	1	1	16.7%	accessory	PFGE	1422	1422	1422	1422.0	1.000	0.0
FAM_P5388	P	2	2	33.3%	accessory	P7UP	1500	1500	1500	1500.0	1.000	0.0
FAM_P5389	P	2	2	33.3%	accessory	P82J	2061	2061	2061	2061.0	1.000	0.0
FAM_P5390	P	2	2	33.3%	accessory	P843	909	909	909	909.0	0.500	0.0
SING_PG9Q	P	1	1	16.7%	accessory	PG9Q	1212	1212	1212	1212.0	1.000	0.0
SING_P8WU	P	1	1	16.7%	accessory	P8WU	1272	1272	1272	1272.0	1.000	0.0
SING_P8XQ	P	1	1	16.7%	accessory	P8XQ	90	90	90	90.0	1.000	0.0
FAM_P5391	P	2	1	16.7%	accessory	P98W	447	447	447	447.0	0.500	0.0
FAM_P5392	P	4	4	66.7%	accessory	P9J2	732	732	732	732.0	1.000	0.0
SING_P9JY	P	1	1	16.7%	accessory	P9JY	954	954	954	954.0	1.000	0.0
FAM_P5393	P	2	1	16.7%	accessory	P8KL	441	441	441	441.0	1.000	0.0
SING_P9Q6	P	1	1	16.7%	accessory	P9Q6	492	492	492	492.0	1.000	0.0
SING_P9WE	P	1	1	16.7%	accessory	P9WE	108	108	108	108.0	1.000	0.0
SING_PA2M	P	1	1	16.7%	accessory	PA2M	90	90	90	90.0	1.000	0.0
SING_PA5A	P	1	1	16.7%	accessory	PA5A	801	801	801	801.0	1.000	0.0
FAM_P5394	P	5	3	50.0%	accessory	P3LA	213	213	2298	982.8	0.600	735028.2
FAM_P5395	P	5	3	50.0%	accessory	P7DK	882	882	2157	1249.8	0.600	277072.2
FAM_P5396	P	2	2	33.3%	accessory	PALA	1224	1224	1224	1224.0	1.000	0.0
FAM_P5397	P	2	2	33.3%	accessory	PAOU	96	96	96	96.0	0.500	0.0
FAM_P5398	P	2	2	33.3%	accessory	PAPQ	777	777	777	777.0	1.000	0.0
SING_PAZI	P	1	1	16.7%	accessory	PAZI	909	909	909	909.0	1.000	0.0
FAM_P5399	P	2	2	33.3%	accessory	PB4U	993	993	993	993.0	1.000	0.0
SING_PB6M	P	1	1	16.7%	accessory	PB6M	1695	1695	1695	1695.0	1.000	0.0
SING_PB7I	P	1	1	16.7%	accessory	PB7I	2847	2847	2847	2847.0	1.000	0.0
SING_P7PV	P	1	1	16.7%	accessory	P7PV	2595	2595	2595	2595.0	1.000	0.0
FAM_P5400	P	6	6	100.0%	core	P2D7	1281	1281	1281	1281.0	0.833	0.0
FAM_P5401	P	4	4	66.7%	accessory	P6AI	888	888	888	888.0	0.750	0.0
SING_P837	P	1	1	16.7%	accessory	P837	105	105	105	105.0	1.000	0.0
SING_P8C3	P	1	1	16.7%	accessory	P8C3	867	867	867	867.0	1.000	0.0
SING_P8CZ	P	1	1	16.7%	accessory	P8CZ	507	507	507	507.0	1.000	0.0
FAM_P5402	P	6	6	100.0%	core	P1UH	1425	1425	1425	1425.0	0.833	0.0
SING_P8KZ	P	1	1	16.7%	accessory	P8KZ	441	441	441	441.0	1.000	0.0
FAM_P5403	P	2	2	33.3%	accessory	P8LV	753	753	753	753.0	1.000	0.0
FAM_P5404	P	3	3	50.0%	accessory	P1LM	1035	843	1035	971.0	1.000	12288.0
SING_P8WJ	P	1	1	16.7%	accessory	P8WJ	4797	4797	4797	4797.0	1.000	0.0
SING_P8XF	P	1	1	16.7%	accessory	P8XF	1305	1305	1305	1305.0	1.000	0.0
FAM_P5405	P	2	1	16.7%	accessory	P98Z	252	252	252	252.0	0.500	0.0
SING_P9AR	P	1	1	16.7%	accessory	P9AR	786	786	786	786.0	1.000	0.0
SING_P9CJ	P	1	1	16.7%	accessory	P9CJ	1029	1029	1029	1029.0	1.000	0.0
FAM_P5406	P	14	5	83.3%	accessory	P110	156	153	237	183.2	0.571	1509.9
FAM_P5407	P	4	4	66.7%	accessory	P9IR	285	285	285	285.0	0.500	0.0
SING_P9JN	P	1	1	16.7%	accessory	P9JN	213	213	213	213.0	1.000	0.0
SING_P9KJ	P	1	1	16.7%	accessory	P9KJ	270	270	270	270.0	1.000	0.0
SING_P9LF	P	1	1	16.7%	accessory	P9LF	327	327	327	327.0	1.000	0.0
FAM_P5408	P	2	2	33.3%	accessory	P9MB	240	240	279	259.5	1.000	760.5
SING_P9PV	P	1	1	16.7%	accessory	P9PV	117	117	117	117.0	1.000	0.0
SING_P9QR	P	1	1	16.7%	accessory	P9QR	102	102	102	102.0	1.000	0.0
FAM_P5409	P	6	6	100.0%	core	P42E	219	219	219	219.0	0.167	0.0
SING_P9W3	P	1	1	16.7%	accessory	P9W3	513	513	513	513.0	1.000	0.0
FAM_P5410	P	4	4	66.7%	accessory	P9ZN	1251	1251	1266	1262.2	0.750	56.2
SING_PAER	P	1	1	16.7%	accessory	PAER	285	285	285	285.0	1.000	0.0
SING_PAJ7	P	1	1	16.7%	accessory	PAJ7	474	474	474	474.0	1.000	0.0
SING_PAK3	P	1	1	16.7%	accessory	PAK3	1542	1542	1542	1542.0	1.000	0.0
SING_PALV	P	1	1	16.7%	accessory	PALV	621	621	621	621.0	1.000	0.0
SING_PAMR	P	1	1	16.7%	accessory	PAMR	513	513	513	513.0	1.000	0.0
SING_PANN	P	1	1	16.7%	accessory	PANN	2520	2520	2520	2520.0	1.000	0.0
SING_PAOJ	P	1	1	16.7%	accessory	PAOJ	945	945	945	945.0	1.000	0.0
SING_PAUR	P	1	1	16.7%	accessory	PAUR	780	780	780	780.0	1.000	0.0
SING_PB6B	P	1	1	16.7%	accessory	PB6B	459	459	459	459.0	1.000	0.0
SING_PB77	P	1	1	16.7%	accessory	PB77	258	258	258	258.0	1.000	0.0
FAM_P5411	P	6	6	100.0%	core	P1FB	396	396	396	396.0	0.667	0.0
FAM_P5412	P	6	6	100.0%	core	P1G8	252	252	252	252.0	0.667	0.0
FAM_P5413	P	6	6	100.0%	core	P1H5	1374	1374	1374	1374.0	0.833	0.0
FAM_P5414	P	6	6	100.0%	core	P1I8	717	717	717	717.0	0.833	0.0
FAM_P5415	P	6	6	100.0%	core	P1IW	1428	1425	1428	1427.5	0.833	1.5
FAM_P5416	P	6	6	100.0%	core	P1JU	1221	1221	1221	1221.0	0.833	0.0
FAM_P5417	P	6	6	100.0%	core	P1KP	1248	1248	1368	1288.0	0.833	3840.0
FAM_P5418	P	6	6	100.0%	core	P1LN	2481	2481	2481	2481.0	0.833	0.0
FAM_P5419	P	6	2	33.3%	accessory	P4YE	2613	765	2646	2008.0	0.500	927247.2
FAM_P5420	P	6	6	100.0%	core	P20N	1269	1269	1269	1269.0	0.667	0.0
FAM_P5421	P	2	2	33.3%	accessory	P74B	1590	1590	1590	1590.0	1.000	0.0
FAM_P5422	P	2	2	33.3%	accessory	P6MB	1362	1362	1362	1362.0	0.500	0.0
FAM_P5423	P	2	2	33.3%	accessory	P6P4	531	531	531	531.0	0.500	0.0
FAM_P5424	P	2	2	33.3%	accessory	P6SO	1056	1056	1056	1056.0	1.000	0.0
FAM_P5425	P	2	2	33.3%	accessory	P6TK	819	819	819	819.0	0.500	0.0
FAM_P5426	P	2	2	33.3%	accessory	P6VC	2262	2262	2262	2262.0	0.500	0.0
FAM_P5427	P	6	6	100.0%	core	P32S	672	672	672	672.0	0.667	0.0
FAM_P5428	P	6	6	100.0%	core	P378	1374	1374	1374	1374.0	0.833	0.0
FAM_P5429	P	6	6	100.0%	core	P3BD	780	780	780	780.0	0.833	0.0
FAM_P5430	P	2	2	33.3%	accessory	P3FV	597	597	597	597.0	0.500	0.0
FAM_P5431	P	2	2	33.3%	accessory	P3JF	201	201	201	201.0	0.500	0.0
FAM_P5432	P	2	2	33.3%	accessory	P3KB	903	903	903	903.0	0.500	0.0
FAM_P5433	P	2	2	33.3%	accessory	P3YI	276	276	276	276.0	0.500	0.0
FAM_P5434	P	2	2	33.3%	accessory	P47F	285	285	285	285.0	0.500	0.0
FAM_P5435	P	2	2	33.3%	accessory	P4AZ	1161	1161	1161	1161.0	0.500	0.0
FAM_P5436	P	2	2	33.3%	accessory	P4BV	465	465	465	465.0	0.500	0.0
FAM_P5437	P	2	2	33.3%	accessory	P4CR	195	195	195	195.0	0.500	0.0
FAM_P5438	P	2	2	33.3%	accessory	P4GB	270	270	270	270.0	0.500	0.0
FAM_P5439	P	2	2	33.3%	accessory	P4NF	1041	1041	1041	1041.0	0.500	0.0
FAM_P5440	P	4	4	66.7%	accessory	P7GF	426	426	426	426.0	0.750	0.0
