Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
SING_PUT,1_1109,hypothetical protein,1,1
FAM_P5601,1_2674,hypothetical protein,3,3
FAM_P5602,1_1365,hypothetical protein,2,2
FAM_P5603,1_2709,hypothetical protein,3,3
FAM_P5604,1_2741,hypothetical protein,6,6
FAM_P5605,1_2773,hypothetical protein,6,6
FAM_P5606,1_2805,hypothetical protein,4,4
FAM_P5607,1_3797,hypothetical protein,5,5
FAM_P5608,1_3957,hypothetical protein,6,6
FAM_P5609,1_4053,hypothetical protein,6,6
SING_P391,1_4213,hypothetical protein,1,1
FAM_P5610,1_22,hypothetical protein,4,4
FAM_P5611,1_246,hypothetical protein,6,6
FAM_P5612,1_310,hypothetical protein,6,6
FAM_P5613,1_342,hypothetical protein,6,6
FAM_P5614,1_566,hypothetical protein,6,6
FAM_P5615,1_822,hypothetical protein,2,4
FAM_P5616,1_950,hypothetical protein,6,6
FAM_P5617,1_1686,hypothetical protein,6,6
FAM_P5618,1_1814,hypothetical protein,5,5
FAM_P5619,1_1306,hypothetical protein,6,6
FAM_P5620,1_1336,hypothetical protein,4,4
FAM_P5621,1_2582,hypothetical protein,2,2
FAM_P5622,1_2934,hypothetical protein,2,2
FAM_P5623,1_2317,hypothetical protein,6,6
FAM_P5624,1_3542,hypothetical protein,2,2
FAM_P5625,1_3670,hypothetical protein,2,2
FAM_P5626,1_3485,hypothetical protein,6,6
FAM_P5627,1_4886,hypothetical protein,2,2
FAM_P5628,1_4918,hypothetical protein,2,2
FAM_P5629,1_4256,hypothetical protein,5,8
SING_P7F9,2_2,hypothetical protein,1,1
FAM_P5630,1_3629,hypothetical protein,4,4
SING_P7IT,1_42,hypothetical protein,1,1
SING_P7PX,1_298,hypothetical protein,1,1
FAM_P5631,1_2880,hypothetical protein,6,6
SING_P8D1,1_1130,hypothetical protein,1,1
SING_P8GL,1_1258,hypothetical protein,1,1
SING_P8L1,1_1418,hypothetical protein,1,1
FAM_P5632,1_4888,hypothetical protein,2,2
FAM_P5633,1_4920,hypothetical protein,2,2
FAM_P5634,1_4229,hypothetical protein,6,6
SING_P7FB,2_4,hypothetical protein,1,1
FAM_P5635,3_64,hypothetical protein,2,2
SING_P7O7,1_236,hypothetical protein,1,1
SING_P7PZ,1_300,hypothetical protein,1,1
SING_P80N,1_684,hypothetical protein,1,1
FAM_P5636,1_2917,hypothetical protein,3,3
FAM_P5637,1_908,hypothetical protein,2,2
SING_P89J,1_1004,hypothetical protein,1,1
SING_P8C7,1_1100,hypothetical protein,1,1
SING_P8D3,1_1132,hypothetical protein,1,1
SING_P8K7,1_1388,hypothetical protein,1,1
SING_P8L3,1_1420,hypothetical protein,1,1
SING_P8LZ,1_1452,hypothetical protein,1,1
FAM_P5638,1_2007,hypothetical protein,2,2
FAM_P5639,1_1804,hypothetical protein,2,2
SING_P8WN,1_1836,hypothetical protein,1,1
SING_P987,1_2252,hypothetical protein,1,1
FAM_P5640,1_2284,hypothetical protein,1,2
FAM_P5641,1_1431,hypothetical protein,6,7
FAM_P5642,1_1310,hypothetical protein,6,6
SING_PGPQ,1_1723,hypothetical protein,1,1
FAM_P5643,1_1385,hypothetical protein,2,2
SING_PGRI,1_1787,hypothetical protein,1,1
SING_PGV2,1_1915,hypothetical protein,1,1
SING_PHEM,1_2619,hypothetical protein,1,1
FAM_P5644,1_1372,hypothetical protein,6,6
SING_PHMM,1_2907,hypothetical protein,1,1
SING_PHNI,1_2939,hypothetical protein,1,1
SING_PHSU,1_3131,hypothetical protein,1,1
FAM_P5645,1_3309,hypothetical protein,2,2
SING_PI8U,1_3707,hypothetical protein,1,1
FAM_P5646,1_3963,hypothetical protein,2,2
SING_PIN2,1_4219,hypothetical protein,1,1
FAM_P5647,1_4591,hypothetical protein,2,2
FAM_P5648,2_6,hypothetical protein,2,2
FAM_P5649,2_38,hypothetical protein,2,2
FAM_P5650,2_102,hypothetical protein,2,2
SING_PJ0E,2_134,hypothetical protein,1,1
FAM_P5651,2_166,hypothetical protein,2,2
FAM_P5652,2_198,hypothetical protein,2,2
FAM_P5653,2_230,hypothetical protein,2,2
SING_PJ3Y,3_10,hypothetical protein,1,1
FAM_P5654,2_63,hypothetical protein,2,2
SING_PJ5Q,3_74,hypothetical protein,1,1
SING_PJ9A,4_28,hypothetical protein,1,1
SING_PJB2,4_92,hypothetical protein,1,1
SING_PJBY,4_124,hypothetical protein,1,1
SING_PK5A,1_1054,hypothetical protein,1,1
FAM_P5655,1_2237,hypothetical protein,6,6
FAM_P5656,1_2077,hypothetical protein,4,4
FAM_P5657,1_1538,hypothetical protein,2,2
SING_P8LX,1_1450,hypothetical protein,1,1
SING_P8WL,1_1834,hypothetical protein,1,1
FAM_P5658,1_2282,hypothetical protein,1,2
FAM_P5659,1_2506,hypothetical protein,1,2
SING_P9H1,1_2570,hypothetical protein,1,1
SING_P9IT,1_2634,hypothetical protein,1,1
SING_P9JP,1_2666,hypothetical protein,1,1
SING_P9KL,1_2698,hypothetical protein,1,1
SING_P9QT,1_2922,hypothetical protein,1,1
SING_P9UD,1_3050,hypothetical protein,1,1
SING_PAB9,1_3658,hypothetical protein,1,1
SING_PAK5,1_3978,hypothetical protein,1,1
SING_PALX,1_4042,hypothetical protein,1,1
SING_PAMT,1_4074,hypothetical protein,1,1
SING_PANP,1_4106,hypothetical protein,1,1
SING_PAOL,1_4138,hypothetical protein,1,1
SING_PATX,1_4330,hypothetical protein,1,1
SING_PAUT,1_4362,hypothetical protein,1,1
SING_PB6D,2_62,hypothetical protein,1,1
FAM_P5660,1_1631,hypothetical protein,5,5
FAM_P5661,1_1849,hypothetical protein,6,6
FAM_P5662,1_1882,hypothetical protein,6,6
FAM_P5663,1_1915,hypothetical protein,6,6
FAM_P5664,1_1978,hypothetical protein,5,5
FAM_P5665,1_2012,hypothetical protein,6,6
FAM_P5666,1_2043,hypothetical protein,6,6
FAM_P5667,1_2105,hypothetical protein,2,4
FAM_P5668,1_2494,hypothetical protein,6,6
FAM_P5669,1_2648,hypothetical protein,6,6
FAM_P5670,1_2679,hypothetical protein,6,6
FAM_P5671,1_2816,hypothetical protein,6,6
FAM_P5672,1_4906,hypothetical protein,2,2
FAM_P5673,1_4262,hypothetical protein,2,2
FAM_P5674,1_4363,hypothetical protein,2,2
FAM_P5675,1_4491,hypothetical protein,2,2
FAM_P5676,1_3990,hypothetical protein,6,6
FAM_P5677,1_4021,hypothetical protein,6,6
FAM_P5678,1_4150,hypothetical protein,6,6
FAM_P5679,1_4269,hypothetical protein,6,6
FAM_P5680,1_4299,hypothetical protein,6,6
FAM_P5681,1_270,hypothetical protein,2,2
FAM_P5682,1_302,hypothetical protein,2,2
FAM_P5683,1_526,hypothetical protein,3,3
FAM_P5684,1_813,hypothetical protein,2,2
FAM_P5685,1_1037,hypothetical protein,2,2
FAM_P5686,1_1070,hypothetical protein,2,2
FAM_P5687,1_1198,hypothetical protein,2,2
FAM_P5688,1_1262,hypothetical protein,2,2
FAM_P5689,1_1294,hypothetical protein,2,2
FAM_P5690,1_1326,hypothetical protein,2,2
FAM_P5691,1_1454,hypothetical protein,2,2
FAM_P5692,1_1486,hypothetical protein,2,2
FAM_P5693,1_1582,hypothetical protein,4,4
FAM_P5694,3_74,hypothetical protein,2,2
SING_PFF9,1_50,hypothetical protein,1,1
SING_PFG5,1_82,hypothetical protein,1,1
SING_PFH1,1_114,hypothetical protein,1,1
FAM_P5695,1_2922,hypothetical protein,3,3
SING_PG0L,1_818,hypothetical protein,1,1
SING_PGHH,1_1426,hypothetical protein,1,1
SING_PGQD,1_1746,hypothetical protein,1,1
FAM_P5696,1_1409,hypothetical protein,2,2
SING_PHHX,1_2738,hypothetical protein,1,1
SING_PHN9,1_2930,hypothetical protein,1,1
SING_PIET,1_3922,hypothetical protein,1,1
FAM_P5697,1_4582,hypothetical protein,2,2
FAM_P5698,2_29,hypothetical protein,2,2
SING_PIYD,2_61,hypothetical protein,1,1
SING_PJ05,2_125,hypothetical protein,1,1
FAM_P5699,2_157,hypothetical protein,2,2
FAM_P5700,2_189,hypothetical protein,2,2
FAM_P5701,2_221,hypothetical protein,2,2
SING_PJ3P,3_1,hypothetical protein,1,1
FAM_P5702,2_26,hypothetical protein,2,2
SING_PJ91,4_19,hypothetical protein,1,1
SING_PJ9X,4_51,hypothetical protein,1,1
SING_PJAT,4_83,hypothetical protein,1,1
SING_PJBP,4_115,hypothetical protein,1,1
FAM_P5703,1_3559,hypothetical protein,2,2
FAM_P5704,1_3149,hypothetical protein,2,2
FAM_P5705,1_733,hypothetical protein,3,3
FAM_P5706,1_2775,hypothetical protein,6,6
FAM_P5707,1_2743,hypothetical protein,6,6
FAM_P5708,1_2680,hypothetical protein,6,6
FAM_P5709,1_2453,hypothetical protein,2,2
SING_PKK5,1_1589,hypothetical protein,1,1
FAM_P5710,1_1855,hypothetical protein,4,4
SING_PKYD,1_2101,hypothetical protein,1,1
FAM_P5711,1_1485,hypothetical protein,5,8
FAM_P5712,1_1309,hypothetical protein,6,6
FAM_P5713,1_3093,hypothetical protein,2,3
FAM_P5714,1_356,hypothetical protein,4,5
FAM_P5715,1_311,hypothetical protein,6,6
SING_PM6T,1_3701,hypothetical protein,1,1
FAM_P5716,1_3947,hypothetical protein,2,2
SING_PM8L,1_3765,hypothetical protein,1,1
SING_PMPH,2_34,hypothetical protein,1,1
SING_PMS5,2_130,hypothetical protein,1,1
SING_PMT1,3_12,hypothetical protein,1,1
FAM_P5717,2_88,hypothetical protein,2,2
FAM_P5718,2_112,hypothetical protein,2,2
FAM_P5719,2_26,hypothetical protein,2,2
FAM_P5720,2_247,hypothetical protein,2,2
FAM_P5721,2_215,hypothetical protein,2,2
FAM_P5722,2_184,hypothetical protein,2,2
FAM_P5723,2_151,hypothetical protein,2,2
FAM_P5724,1_2594,hypothetical protein,1,2
SING_P7Q,1_278,hypothetical protein,1,1
FAM_P5725,1_662,hypothetical protein,2,2
FAM_P5726,1_1008,hypothetical protein,5,5
FAM_I1020,intergenic_2617938_2618074,intergenic_region,6,8
FAM_I2,intergenic_4229363_4229452,intergenic_region,6,6
FAM_I305,intergenic_4008378_4008438,intergenic_region,6,11
FAM_I964,intergenic_1524934_1525332,intergenic_region,6,6
FAM_I2797,intergenic_3038081_3038229,intergenic_region,6,25
FAM_I380,intergenic_1912686_1912880,intergenic_region,2,3
FAM_I5,intergenic_2618451_2618517,intergenic_region,6,6
FAM_I6,intergenic_2154296_2154383,intergenic_region,6,6
FAM_I7,intergenic_541226_541442,intergenic_region,6,6
FAM_I8,intergenic_512721_512868,intergenic_region,6,6
FAM_I9,intergenic_105245_105304,intergenic_region,6,6
FAM_I2857,intergenic_4084558_4084706,intergenic_region,6,170
FAM_I10,intergenic_4543664_4543769,intergenic_region,6,6
FAM_I11,intergenic_2687409_2687468,intergenic_region,6,6
FAM_I12,intergenic_2849850_2849973,intergenic_region,6,6
FAM_I13,intergenic_3138523_3138726,intergenic_region,6,6
FAM_I14,intergenic_7977_8254,intergenic_region,6,6
FAM_I1891,intergenic_435511_435634,intergenic_region,6,15
FAM_I16,intergenic_1745795_1745879,intergenic_region,6,6
FAM_I17,intergenic_3822052_3822105,intergenic_region,6,6
FAM_I1503,intergenic_3648882_3648934,intergenic_region,3,3
FAM_I1401,intergenic_4383323_4383375,intergenic_region,2,2
FAM_I19,intergenic_3537289_3537384,intergenic_region,6,6
FAM_I20,intergenic_3919663_3919725,intergenic_region,4,4
FAM_I21,intergenic_2747796_2747886,intergenic_region,6,6
FAM_I22,intergenic_2379153_2379254,intergenic_region,6,6
FAM_I23,intergenic_1010513_1010603,intergenic_region,6,6
FAM_I2622,intergenic_4070402_4070514,intergenic_region,2,2
FAM_I24,intergenic_563716_563846,intergenic_region,6,6
FAM_I2500,intergenic_4298727_4298844,intergenic_region,6,13
FAM_I25,intergenic_538482_538661,intergenic_region,6,6
FAM_I26,intergenic_31603_31667,intergenic_region,6,6
FAM_I27,intergenic_3725713_3725886,intergenic_region,6,6
FAM_I28,intergenic_2544624_2544751,intergenic_region,6,6
FAM_I29,intergenic_3096269_3096557,intergenic_region,6,6
FAM_I2722,intergenic_3107101_3107455,intergenic_region,6,38
FAM_I31,intergenic_859110_859258,intergenic_region,6,6
FAM_I32,intergenic_782776_782834,intergenic_region,6,6
FAM_I33,intergenic_750396_750654,intergenic_region,6,6
FAM_I34,intergenic_725323_725551,intergenic_region,6,6
FAM_I35,intergenic_4473210_4473339,intergenic_region,5,5
FAM_I36,intergenic_4366774_4366890,intergenic_region,6,6
FAM_I37,intergenic_4340525_4340719,intergenic_region,6,6
FAM_I38,intergenic_63156_63449,intergenic_region,5,5
FAM_I39,intergenic_136879_137082,intergenic_region,6,6
FAM_I40,intergenic_174051_174100,intergenic_region,6,6
FAM_I41,intergenic_239554_239608,intergenic_region,6,6
FAM_I42,intergenic_292091_292146,intergenic_region,5,5
FAM_I43,intergenic_460704_461165,intergenic_region,6,6
FAM_I44,intergenic_484342_484496,intergenic_region,6,6
FAM_I45,intergenic_565766_565916,intergenic_region,6,6
FAM_I46,intergenic_624816_625044,intergenic_region,6,6
FAM_I47,intergenic_565979_566097,intergenic_region,2,2
FAM_I48,intergenic_584431_584679,intergenic_region,3,3
FAM_I49,intergenic_694152_694393,intergenic_region,6,6
FAM_I50,intergenic_727936_727985,intergenic_region,5,5
FAM_I51,intergenic_862034_862165,intergenic_region,6,6
FAM_I52,intergenic_930277_930334,intergenic_region,6,6
FAM_I53,intergenic_969933_970048,intergenic_region,6,6
FAM_I54,intergenic_1003325_1003536,intergenic_region,6,6
FAM_I55,intergenic_1068331_1068484,intergenic_region,6,6
FAM_I56,intergenic_1093313_1093471,intergenic_region,6,6
FAM_I57,intergenic_1473464_1473545,intergenic_region,6,6
FAM_I58,intergenic_1497561_1497625,intergenic_region,6,6
FAM_I59,intergenic_1527404_1527464,intergenic_region,6,6
FAM_I60,intergenic_1665533_1665903,intergenic_region,6,8
FAM_I61,intergenic_1742302_1742777,intergenic_region,6,6
FAM_I62,intergenic_1831513_1831891,intergenic_region,6,6
FAM_I63,intergenic_1923350_1923591,intergenic_region,5,5
FAM_I64,intergenic_1974534_1974898,intergenic_region,6,6
FAM_I65,intergenic_3247311_3247377,intergenic_region,4,7
FAM_I66,intergenic_276018_276197,intergenic_region,4,4
FAM_I67,intergenic_2077661_2078004,intergenic_region,6,6
FAM_I68,intergenic_2149882_2150135,intergenic_region,6,6
FAM_I69,intergenic_2267158_2267281,intergenic_region,6,6
FAM_I70,intergenic_2296811_2297038,intergenic_region,6,6
FAM_I71,intergenic_2349360_2349410,intergenic_region,6,6
FAM_I72,intergenic_2382826_2382881,intergenic_region,6,6
FAM_I1054,intergenic_2422936_2423164,intergenic_region,6,55
FAM_I74,intergenic_2463072_2463440,intergenic_region,6,6
FAM_I75,intergenic_2483551_2483652,intergenic_region,5,5
FAM_I76,intergenic_2507226_2507535,intergenic_region,6,6
FAM_I77,intergenic_2151378_2151533,intergenic_region,4,4
FAM_I78,intergenic_2561914_2562128,intergenic_region,6,6
FAM_I79,intergenic_2644197_2644300,intergenic_region,6,6
FAM_I80,intergenic_2713153_2713451,intergenic_region,5,5
FAM_I81,intergenic_2749682_2749754,intergenic_region,6,7
FAM_I82,intergenic_2862607_2862823,intergenic_region,6,6
FAM_I83,intergenic_2985881_2985953,intergenic_region,6,6
FAM_I84,intergenic_3017458_3017581,intergenic_region,6,6
FAM_I85,intergenic_3052999_3053272,intergenic_region,6,6
FAM_I86,intergenic_3094924_3095201,intergenic_region,6,6
FAM_I87,intergenic_3126471_3126522,intergenic_region,6,6
FAM_I88,intergenic_2423540_2423735,intergenic_region,6,6
FAM_I89,intergenic_2477630_2477846,intergenic_region,4,5
FAM_I90,intergenic_2539584_2539716,intergenic_region,6,6
FAM_I91,intergenic_2572051_2572156,intergenic_region,6,6
FAM_I92,intergenic_2685508_2685834,intergenic_region,6,6
FAM_I93,intergenic_2716450_2716753,intergenic_region,6,6
SING_I14X,intergenic_2768574_2768664,intergenic_region,1,1
FAM_I94,intergenic_2800476_2800722,intergenic_region,6,8
FAM_I95,intergenic_2824347_2824490,intergenic_region,6,6
FAM_I96,intergenic_2860417_2860466,intergenic_region,3,3
FAM_I97,intergenic_2899419_2899487,intergenic_region,6,6
FAM_I98,intergenic_2929519_2929575,intergenic_region,6,6
FAM_I99,intergenic_2968978_2969329,intergenic_region,6,6
FAM_I100,intergenic_3024187_3024350,intergenic_region,5,5
FAM_I101,intergenic_3089679_3089796,intergenic_region,5,5
FAM_I102,intergenic_3155219_3155354,intergenic_region,6,6
FAM_I103,intergenic_3183324_3183380,intergenic_region,5,5
FAM_I104,intergenic_3214889_3214966,intergenic_region,6,6
FAM_I105,intergenic_3241745_3241826,intergenic_region,6,6
FAM_I106,intergenic_3299916_3299965,intergenic_region,6,6
FAM_I107,intergenic_3328084_3328238,intergenic_region,6,6
FAM_I108,intergenic_3476441_3476606,intergenic_region,6,6
FAM_I109,intergenic_3503953_3504051,intergenic_region,4,4
FAM_I110,intergenic_3578727_3578949,intergenic_region,6,6
FAM_I111,intergenic_3608650_3608750,intergenic_region,6,16
FAM_I112,intergenic_3639721_3640110,intergenic_region,6,6
FAM_I113,intergenic_3785016_3785259,intergenic_region,6,6
FAM_I114,intergenic_3863604_3863898,intergenic_region,5,5
FAM_I115,intergenic_3895219_3895271,intergenic_region,6,6
FAM_I116,intergenic_3925634_3926011,intergenic_region,6,6
FAM_I117,intergenic_3960461_3960676,intergenic_region,4,4
FAM_I118,intergenic_4004698_4004861,intergenic_region,6,6
FAM_I119,intergenic_4042000_4042068,intergenic_region,6,6
FAM_I120,intergenic_4069277_4069474,intergenic_region,3,3
FAM_I121,intergenic_4122288_4122379,intergenic_region,6,6
FAM_I122,intergenic_4154848_4155000,intergenic_region,6,6
FAM_I123,intergenic_4392150_4392927,intergenic_region,6,6
FAM_I124,intergenic_4442177_4442381,intergenic_region,6,6
SING_I1TT,intergenic_4525804_4526105,intergenic_region,1,1
FAM_I125,intergenic_4618103_4618228,intergenic_region,5,9
FAM_I2556,intergenic_414435_414566,intergenic_region,6,28
FAM_I126,intergenic_32583_32748,intergenic_region,6,6
FAM_I127,intergenic_107475_107629,intergenic_region,6,6
FAM_I128,intergenic_141226_141430,intergenic_region,6,6
FAM_I129,intergenic_180729_180809,intergenic_region,6,6
FAM_I130,intergenic_215165_215220,intergenic_region,6,6
FAM_I131,intergenic_361035_361390,intergenic_region,6,6
FAM_I132,intergenic_462943_463060,intergenic_region,6,6
FAM_I133,intergenic_488550_488641,intergenic_region,6,6
FAM_I134,intergenic_511229_511355,intergenic_region,6,6
FAM_I1416,intergenic_4849496_4849684,intergenic_region,6,47
FAM_I135,intergenic_650195_650664,intergenic_region,5,5
FAM_I136,intergenic_724775_724911,intergenic_region,4,4
FAM_I137,intergenic_855160_855964,intergenic_region,4,4
FAM_I138,intergenic_953012_953239,intergenic_region,6,6
FAM_I139,intergenic_979073_979129,intergenic_region,6,6
FAM_I140,intergenic_1008677_1008960,intergenic_region,6,6
FAM_I141,intergenic_1070451_1070540,intergenic_region,6,6
FAM_I142,intergenic_1100265_1100315,intergenic_region,6,6
FAM_I143,intergenic_1141344_1141472,intergenic_region,6,6
FAM_I144,intergenic_1219695_1219878,intergenic_region,6,6
FAM_I145,intergenic_1458106_1458159,intergenic_region,6,6
FAM_I146,intergenic_1481893_1481997,intergenic_region,6,6
FAM_I147,intergenic_1507928_1507994,intergenic_region,6,6
FAM_I148,intergenic_1591997_1592245,intergenic_region,6,6
FAM_I149,intergenic_1684746_1684844,intergenic_region,6,6
FAM_I150,intergenic_1715039_1715185,intergenic_region,6,19
FAM_I151,intergenic_1827487_1827698,intergenic_region,6,6
FAM_I152,intergenic_1850950_1851092,intergenic_region,6,6
FAM_I153,intergenic_1894524_1894670,intergenic_region,6,6
FAM_I154,intergenic_1923062_1923160,intergenic_region,5,5
FAM_I155,intergenic_1978424_1978696,intergenic_region,6,6
FAM_I156,intergenic_2009497_2009607,intergenic_region,6,6
FAM_I157,intergenic_2034747_2034926,intergenic_region,6,6
FAM_I1717,intergenic_1558463_1558512,intergenic_region,2,16
FAM_I159,intergenic_2158319_2158377,intergenic_region,2,4
FAM_I160,intergenic_1554934_1555247,intergenic_region,2,8
FAM_I161,intergenic_2257810_2258007,intergenic_region,6,6
FAM_I162,intergenic_2295830_2296219,intergenic_region,6,6
FAM_I163,intergenic_2345976_2346547,intergenic_region,6,6
FAM_I164,intergenic_2421907_2422107,intergenic_region,6,6
FAM_I165,intergenic_2480306_2480748,intergenic_region,6,6
FAM_I166,intergenic_2500263_2500392,intergenic_region,6,6
FAM_I167,intergenic_2527307_2527407,intergenic_region,6,6
FAM_I168,intergenic_2592182_2592242,intergenic_region,6,6
FAM_I169,intergenic_2649507_2649668,intergenic_region,6,6
FAM_I170,intergenic_2731541_2731996,intergenic_region,6,7
FAM_I171,intergenic_2755191_2755398,intergenic_region,6,6
FAM_I172,intergenic_2812755_2813412,intergenic_region,6,6
FAM_I173,intergenic_2852233_2852488,intergenic_region,6,6
FAM_I174,intergenic_2948489_2948739,intergenic_region,6,6
FAM_I175,intergenic_2976797_2976937,intergenic_region,6,6
FAM_I176,intergenic_3004632_3005043,intergenic_region,6,6
FAM_I177,intergenic_3044657_3044767,intergenic_region,6,6
FAM_I178,intergenic_3114585_3115715,intergenic_region,6,9
FAM_I179,intergenic_3146091_3146145,intergenic_region,6,6
FAM_I180,intergenic_2508243_2508460,intergenic_region,6,6
FAM_I181,intergenic_2665245_2665434,intergenic_region,6,6
FAM_I182,intergenic_2699924_2700617,intergenic_region,6,7
FAM_I183,intergenic_2736884_2737153,intergenic_region,6,6
FAM_I184,intergenic_3499074_3499172,intergenic_region,3,3
FAM_I185,intergenic_2905419_2905556,intergenic_region,6,6
FAM_I186,intergenic_2933689_2934234,intergenic_region,6,6
FAM_I187,intergenic_2971134_2971270,intergenic_region,6,6
FAM_I188,intergenic_2995093_2995313,intergenic_region,4,4
FAM_I189,intergenic_3060647_3060849,intergenic_region,6,6
FAM_I190,intergenic_3090253_3090346,intergenic_region,6,6
FAM_I191,intergenic_3860697_3861483,intergenic_region,2,2
FAM_I192,intergenic_3151985_3152235,intergenic_region,6,6
FAM_I193,intergenic_3179597_3179743,intergenic_region,6,6
FAM_I194,intergenic_3298847_3298973,intergenic_region,6,6
FAM_I195,intergenic_3327665_3327789,intergenic_region,6,6
FAM_I196,intergenic_3372575_3372682,intergenic_region,6,6
FAM_I197,intergenic_3396259_3396325,intergenic_region,6,6
FAM_I198,intergenic_3433561_3433689,intergenic_region,6,6
FAM_I199,intergenic_3481159_3481288,intergenic_region,6,6
FAM_I200,intergenic_3515914_3516019,intergenic_region,6,6
FAM_I201,intergenic_3546200_3546558,intergenic_region,6,6
FAM_I202,intergenic_3647652_3647815,intergenic_region,6,6
FAM_I203,intergenic_3664619_3664985,intergenic_region,6,6
